YEA	MON	DAY	PRO	NUM	COU	H	MN	SEC	TZ	LAT	LON	COD	CITY		

1873	8	4	M	1241	I	18	25	4	-1	43N42	11E30	FI	FIRENZE
1873	8	7	M	797	F	12	47	40	0	50N39	3E 5	59	TOURCOING
1873	8	15	M	2759	B	6	0	0	0	51N 5	3E45	OVL	ALOST
1873	8	19	M	2279	B	18	42	0	0	50N20	4E30	NAM	BOUSSU-EN-FAGNE
1873	8	26	M	2494	B	8	47	0	0	51N13	3E15	WVL	YPRES
1873	9	4	M	1403	I	4	10	4	-1	45N24	8E30	VC	VERCELLI
1873	10	4	M	1263	I	11	10	4	-1	42N24	13E30	AQ	BARREA
1873	10	5	M	2298	B	4	38	0	0	50N39	5E30	LIE	LIEGE
1873	10	16	M	532	F	17	39	20	0	48N46	5E10	55	VERDUN
1873	10	28	M	1666	I	21	10	4	-1	40N48	8E30	SS	LA MADDALENA
1873	11	3	M	1937	G	7	14	0	-1	49N 0	11E30	BAYN	EICHSTATT
1873	11	10	M	815	F	5	0	0	0	35N50	0W 0	ALG	MOSTAGANEM
1873	11	19	M	2490	B	16	45	0	0	51N 5	3E45	OVL	GAND
1873	11	22	M	788	F	9	59	40	0	43N14	0E 5	65	TARBES
1873	11	22	M	2502	B	14	42	0	0	50N23	4E30	HAI	QUEVY-LE-GRAND
1873	11	26	M	260	F	16	51	16	0	48N50	2E11	92	NEUILLY-S/SEINE
1873	12	3	M	2214	G	6	14	0	-1	49N 0	11E30	BAYN	WINDSHEIM
1873	12	13	M	382	F	21	4	40	0	46N 9	1W10	17	LA ROCHELLE
1874	1	2	M	2183	G	20	24	40	-1	53N 5	8E50	BREM	BREMEN
1874	1	25	M	2253	B	17	43	0	0	50N51	4E15	BRA	ST-JOSSE-TEN-NO
1874	2	8	M	2377	B	20	38	0	0	50N39	5E30	LIE	LIEGE
1874	2	26	M	2232	B	0	43	0	0	50N51	4E15	BRA	HALLE
1874	3	9	M	1591	I	16	40	4	-1	45N 0	8E 0	TO	TORINO
1874	3	16	M	2458	B	12	42	0	0	51N14	4E30	ANT	ANVERS
1874	3	19	M	1057	I	3	10	4	-1	43N42	8E 0	IM	VALLECROSIA POR
1874	3	19	M	2623	B	5	38	0	0	50N47	5E30	LIM	HASSELT
1874	3	23	M	618	F	3	29	0	-1	48N35	7E45	67	STRASBOURG
1874	3	29	M	1441	I	13	35	4	-1	44N36	11E15	MO	MODENA
1874	4	11	M	1541	I	14	40	4	-1	45N24	8E30	VC	VERCELLI
1874	4	13	M	739	F	15	21	28	0	48N50	2E 8	78	MONTFORT L AMAU
1874	4	18	M	2548	B	21	45	0	0	51N 5	3E45	OVL	GAND
1874	4	20	M	1692	I	16	55	4	-1	44N24	7E15	CN	CUNEO
1874	5	3	M	2679	B	2	42	0	0	50N23	4E30	HAI	BRAINE-LE-COMTE
1874	5	25	M	105	F	15	57	4	0	45N11	0E44	24	VILLEFRANCHE-DE
1874	5	25	M	2694	B	19	43	0	0	50N51	4E15	BRA	BRUXELLES
1874	6	3	M	2169	G	20	15	36	0	48N 5	7E21	68	MULHOUSE
1874	6	21	M	2849	B	5	39	0	0	50N 2	5E15	LUX	GRAND HALLEUX
1874	7	21	M	525	F	8	18	56	0	50N18	2E46	62	FRUGES
1874	8	1	M	107	F	4	37	8	0	45N11	5E43	38	GRENOBLE
1874	8	6	M	2900	B	15	42	0	0	50N20	4E30	NAM	CINEY
1874	8	20	M	1306	I	15	10	4	-1	45N30	9E15	MI	MILANO
1874	8	23	M	2215	G	19	30	0	-1	51N30	7E30	NRH-W	HERNE-I W
1874	9	3	M	2394	B	4	42	0	0	50N23	4E30	HAI	FLOBECQ
1874	9	8	M	1163	I	8	10	4	-1	43N42	11E30	FI	FIRENZE
1874	9	12	M	2060	G	13	22	4	-1	49N 1	13E14	NIED-BA	ZWIESEL
1874	10	2	M	2757	B	14	42	0	0	50N23	4E30	HAI	MONS
1874	10	3	M	2186	G	12	0	0	-1	51N50	7E30	WESTF	TELGTE
1874	10	18	M	1414	I	8	10	4	-1	45N 0	9E 0	AL	CASALE MONFERRAT
1874	10	26	M	786	F	7	35	12	0	48N42	6E12	54	SAINT-MAX
1874	11	12	M	69	F	17	29	20	0	45N39	0E10	16	MONTHIERS
1874	11	14	M	886	F	15	54	28	0	48N 7	5E 8	52	WASSY
1874	11	16	M	2230	B	1	38	0	0	50N39	5E30	LIE	LENS/GEER
1874	11	16	M	2303	B	1	43	0	0	50N51	4E15	BRA	PERWEZ
1874	11	20	M	62	F	3	4	20	0	49N 7	1W 5	50	CHERBOURG
1874	11	30	M	772	F	0	6	20	0	47N13	1W35	44	NANTES
1875	1	8	M	1623	I	9	40	4	-1	38N 0	13E30	PA	CIMINNA
1875	1	22	M	2999	N	1	12	8	0	52N 5	4E28	ZH	S GRAVENHAGE
1875	1	31	M	921	F	16	31	28	0	49N11	0W22	14	COURSEULLES-S/M
1875	2	1	M	549	F	17	37	48	0	46N40	5E33	39	SAINT-CLAUDE
1875	2	4	M	1080	I	5	10	4	-1	46N 0	12E 0	TN	TRENTO
1875	2	10	M	230	F	4	43	40	0	48N18	4E 5	10	SOMMEVAL
1875	2	21	M	1283	I	12	0	4	-1	45N 0	8E 0	TO	CIRIE
1875	3	11	M	511	F	20	25	40	0	49N26	1E 5	76	LE HAVRE
1875	3	26	M	1464	I	13	25	4	-1	39N 0	17E30	CZ	ARENA
1875	3	30	M	2471	B	0	43	0	0	50N51	4E15	BRA	BRUXELLES
1875	5	1	M	979	F	1	57	4	0	45N11	0E44	24	DOMME
1875	5	4	M	2545	B	8	38	0	0	50N39	5E30	LIE	WASSEIGES
1875	5	20	M	1699	I	20	10	4	-1	41N54	12E30	RM	ROMA
1875	5	21	M	3018	N	4	41	28	0	52N22	4E38	NH	NAARDEN
1875	6	4	M	2328	B	1	39	0	0	50N 2	5E15	LUX	NEUFCHATEAU
1875	6	26	M	2054	G	17	57	4	-1	48N46	8E14	BADEN	RASTATT
1875	7	3	M	2696	B	21	42	0	0	50N20	4E30	NAM	DOISCHE
1875	7	28	M	3005	N	17	41	28	0	52N22	4E38	NH	HAARLEM
1875	7	30	M	20	F	20	57	36	0	44N50	0W34	33	BORDEAUX
1875	8	19	M	570	F	19	46	40	0	46N34	3E20	03	MONTLUCON
1875	9	5	M	2180	G	19	44	0	-1	49N 0	11E30	BAYN	REGENSBURG
1875	9	10	M	2278	B	2	13	0	0	50N51	4E15	BRA	DIEST
1875	9	29	M	2983	N	9	42	8	0	52N 5	4E28	ZH	S GRAVENHAGE
1875	9	30	M	1401	I	2	10	4	-1	45N24	11E 0	VR	VERONA
1875	10	10	M	2786	B	2	43	0	0	50N51	4E15	BRA	BRUXELLES
1875	10	20	M	2330	B	11	43	0	0	50N51	4E15	BRA	UCCLE
1875	10	23	M	2070	G	3	14	0	-1	49N 0	11E30	BAYN	WARMENSTEINACH
1875	10	27	M	1059	I	16	10	4	-1	45N30	9E15	MI	SAN FIORANO
1875	10	31	M	1977	G	23	20	0	-1	52N 0	10E 0	NIED-SA	HILDESHEIM
1875	11	20	M	1005	F	16	59	40	0	43N14	0E 5	65	LOURES
1875	12	2	M	2797	B	6	43	0	0	50N51	4E15	BRA	LOUVAIN
1875	12	15	M	1337	I	18	10	4	-1	43N30	12E 0	AR	AREZZO
1875	12	30	M	439	F	14	9	52	0	47N19	5E 2	21	TANAY
1876	1	1	M	2936	B	10	38	0	0	50N39	5E30	LIE	IVOZ-RAMET
1876	1	20	M	2063	G	6	30	0	-1	51N30	7E30	NRH-W	ISERLOHN
1876	1	21	M	2765	B	7	43	0	0	50N51	4E15	BRA	BRUXELLES
1876	1	22	M	1525	I	14	25	4	-1	41N54	12E30	RM	ROMA
1876	1	23	M	1358	I	1	34	4	-1	44N12	12E30	FO	MERCATO SARACEN
1876	1	30	M	1446	I	3	40	4	-1	44N24	7E15	CN	SALUZZO
1876	2	13	M	16	F	11	2	8	0	47N28	0W32	49	ST-MATHURIN
1876	2	25	M	430	F	2	18	56	0	50N18	2E46	62	SAINT-OMER
1876	2	29	M	2209	G	20	2	0	-1	50N 0	7E 0	RHL-PF	MAINZ
1876	3	1	M	1513	I	2	10	4	-1	44N24	7E15	CN	VERZUOLO
1876	3	1	M	2108	G	9	16	0	-1	48N 0	11E 0	OB-BAY	KOLBERMOOR
1876	3	2	M	2511	B	6	42	0	0	50N23	4E30	HAI	LA LOUVIERE
1876	3	14	M	1396	I	9	25	4	-1	37N30	15E 0	CT	CATANIA
1876	3	18	M	416	F	4	6	40	0	48N 7	1W40	35	FOUGERES
1876	3	23	M	2234	B	22	42	0	0	50N20	4E30	NAM	ROCHEFORT
1876	4	1	M	1558	I	15	40	4	-1	44N36	10E45	RE	REGGIO EMILIA
1876	4	6	M	1279	I	12	10	4	-1	45N24	11E 0	VR	VERONA
1876	4	9	M	1079	I	8	55	4	-1	44N30	11E 0	BO	BOLOGNA
1876	4	18	M	1618	I	2	10	4	-1	45N24	12E15	PD	PADOVA
1876	4	27	M	524	F	16	40	40	0	45N46	4E50	69	LYON 6E
1876	5	1	M	89	F	6	48	20	0	42N42	2E55	66	AMELIE-LES-BAIN
1876	5	10	M	1356	I	17	26	4	-1	45N12	9E 0	PV	ROVESCALA
1876	5	16	M	2362	B	0	47	0	0	51N13	3E15	WVL	OSTENDE
1876	5	28	M	1701	I	8	10	4	-1	41N54	12E30	RM	ROMA
1876	6	7	M	2704	B	11	15	0	0	51N 5	3E45	OVL	ALOST
1876	6	12	M	2617	B	1	38	0	0	50N39	5E30	LIE	CLERMONT-S/BERW
1876	6	16	M	563	F	4	46	40	0	46N34	3E20	03	MOULINS
1876	6	18	M	581	F	6	5	12	0	48N42	6E12	54	ATHIENVILLE
1876	6	30	M	510	F	15	16	24	0	48N 0	4W 6	29	PLONEOUR-LANVER
1876	7	7	M	961	F	10	55	16	0	49N 1	1E11	27	PONT-DE-L'ARCHE
1876	7	12	M	2335	B	10	15	0	0	51N 5	3E45	OVL	GAND
1876	7	13	M	2139	G	4	44	0	-1	49N 0	11E30	BAYN	NORDLINGEN
1876	7	16	M	2932	B	23	12	0	0	51N14	4E30	ANT	ANVERS
1876	7	20	M	2388	B	19	39	0	0	50N 2	5E15	LUX	VIRTON
1876	8	2	M	1470	I	2	10	4	-1	43N18	11E45	SI	SIENA
1876	8	5	M	1879	G	0	14	0	-1	49N 0	11E30	BAYN	NURNBERG
1876	8	12	M	2585	B	9	42	0	0	51N14	4E30	ANT	ANVERS
1876	8	13	M	830	F	15	59	40	0	43N14	0E 5	65	MONLEON-MAGNOAC
1876	8	19	M	191	F	16	40	40	0	43N57	4E50	84	PERNES
1876	8	19	M	3025	N	14	41	28	0	52N22	4E38	NH	A DAM
1876	8	22	M	2559	B	6	42	0	0	50N20	4E30	NAM	CINEY
1876	8	26	M	2885	B	4	43	0	0	50N51	4E15	BRA	BRUXELLES
1876	9	5	M	2004	G	8	14	0	-1	49N 0	11E30	BAYN	LANDSBERG-AM-LE
1876	9	7	M	1884	G	7	23	8	-1	48N45	9E13	WURTT	OBERNDORF-A-NEC
1876	9	9	M	1278	I	1	10	4	-1	44N 0	10E15	SP	LA SPEZIA
1876	9	16	M	1230	I	21	36	4	-1	41N36	14E45	CB	MIRABELLO SANNI
1876	9	24	M	1790	G	12	0	0	-1	51N30	7E30	NRH-W	ARNSBERG
1876	10	4	M	2312	B	20	12	0	0	50N20	4E30	NAM	NAMUR
1876	10	6	M	2998	N	15	11	28	0	52N22	4E38	NH	NAARDEN
1876	10	29	M	2033	G	4	20	0	-1	52N 0	10E 0	NIED SA	HILDESHEIM
1876	11	1	M	1615	I	11	40	4	-1	45N 0	8E 0	TO	TORINO
1876	11	6	M	1431	I	1	40	4	-1	41N54	12E30	RM	ROMA
1876	11	8	M	2390	B	19	42	0	0	50N23	4E30	HAI	DOUR
1876	11	11	M	613	F	20	2	8	0	47N28	0W32	49	ANGERS
1876	11	19	M	791	F	0	37	48	0	46N40	5E33	39	COMMENAILLES
1876	12	6	M	1876	G	21	17	0	-1	50N 0	7E 0	RHL-PF	EISENBERG
1876	12	18	M	1365	I	0	40	4	-1	38N 0	12E30	TP	MARSALA
1877	1	7	M	1841	G	5	44	0	-1	49N 0	11E30	BAYN	KITZINGEN
1877	1	23	M	1682	I	4	15	4	-1	41N36	14E45	CB	FORLI DEL SANNI
1877	1	26	M	2891	B	7	13	0	0	50N51	4E15	BRA	IXELLES
1877	1	29	M	399	F	20	55	0	0	45N50	1E15	87	LIMOGES
1877	1	29	M	1587	I	9	10	4	-1	44N36	11E15	MO	CARPI
1877	2	24	M	1096	I	6	25	4	-1	43N36	9E30	LI	MARCIANA MARINA
1877	3	2	M	1023	F	0	35	12	0	48N42	6E12	54	NANCY
1877	3	18	M	778	F	2	6	20	0	47N13	1W35	44	NANTES
1877	3	27	M	2952	B	17	43	0	0	50N51	4E15	BRA	LAEKEN
1877	5	2	M	2277	B	4	42	0	0	51N14	4E30	ANT	MALINES
1877	5	4	M	2921	B	22	42	0	0	50N23	4E30	HAI	TEMPLEUVE
1877	5	8	M	1935	G	11	59	0	-1	49N 0	11E30	BAYN	NEUBURG-A D-D
1877	6	4	M	1402	I	21	15	4	-1	45N24	11E 0	VR	VERONA
1877	6	13	M	1958	G	3	0	0	-1	51N50	7E30	WESTF	SCHWELM
1877	7	14	M	1520	I	12	10	4	-1	43N24	13E15	MC	MACERATA
1877	7	14	M	1898	G	3	32	0	-1	50N 0	7E 0	RHL-PF	BINGEN-AM-RHEIN
1877	7	20	M	1717	I	11	10	4	-1	43N 0	13E 0	PG	PERUGIA
1877	7	26	M	1517	I	16	40	4	-1	41N36	14E45	CB	CAMPOBASSO
1877	7	26	M	1802	G	15	30	0	-1	51N30	7E30	NRH-W	DETMOLD
1877	8	3	M	1619	I	11	12	4	-1	41N36	14E45	CB	CAMPOBASSO
1877	8	4	M	2997	N	9	42	8	0	52N 5	4E28	ZH	DORDRECHT
1877	8	6	M	1021	F	20	11	28	0	43N18	0W22	64	PAU
1877	9	8	M	773	F	0	54	16	0	44N27	1E26	46	CAZALS
1877	9	10	M	2777	B	17	43	0	0	50N51	4E15	BRA	MARBAIX
1877	9	15	M	1734	G	14	14	0	-1	49N 0	11E30	BAYN	ANSBACH
1877	9	17	M	1006	F	4	44	28	0	43N37	3E53	34	MONTPELLIER
1877	9	20	M	1599	I	14	10	4	-1	41N36	14E45	CB	SANTA CROCE DI
1877	9	22	M	1875	G	21	14	0	-1	49N 0	11E30	BAYN	MUNCHEN
1877	10	14	M	2267	B	1	43	0	0	50N51	4E15	BRA	ST-GILLES
1877	10	15	M	2949	B	17	45	0	0	51N 5	3E45	OVL	HAMME
1877	10	31	M	873	F	9	55	56	0	47N40	2W44	56	VANNES
1877	11	25	M	2780	B	16	42	0	0	50N23	4E30	HAI	JUMET
1877	11	30	M	1424	I	3	1	4	-1	41N54	12E30	RM	ROMA
1877	11	30	M	2751	B	1	45	0	0	51N 5	3E45	OVL	TERMONDE
1877	11	30	M	2970	N	20	12	8	0	52N 5	4E28	ZH	DEN HAAG
1877	12	9	M	245	F	14	52	24	0	47N54	1E54	45	ORLEANS
1878	1	15	M	433	F	1	55	16	0	49N 1	1E11	27	PONT-AUDEMER
1878	2	3	M	2417	B	4	38	0	0	50N39	5E30	LIE	OUFFET
1878	2	14	M	2340	B	10	43	0	0	50N51	4E15	BRA	MOLENBEEK
1878	2	18	M	2415	B	7	43	0	0	50N51	4E15	BRA	BRUXELLES
1878	2	20	M	836	F	5	51	28	0	43N55	2E 8	81	RABASTENS
1878	3	1	M	1202	I	18	25	4	-1	38N 6	15E30	RC	MOLOCCHIO
1878	4	3	M	2456	B	8	13	0	0	50N51	4E15	BRA	IXELLES
1878	4	21	M	43	F	2	48	56	0	50N18	2E46	62	ARRAS
1878	4	27	M	1349	I	22	10	4	-1	41N12	17E 0	BA	SANTERAMO IN CO
1878	5	1	M	1952	G	2	14	0	-1	49N 0	11E30	BAYN	INGOLSTADT
1878	5	3	M	3011	N	2	38	44	0	51N42	5E19	NB	BREDA
1878	5	27	M	1227	I	1	10	4	-1	44N18	8E45	SV	ALTARE
1878	6	3	M	96	F	18	4	40	0	46N 9	1W10	17	ETAULES
1878	6	6	M	1569	I	22	10	4	-1	43N42	8E 0	IM	IMPERIA
1878	6	6	M	2460	B	17	42	0	0	50N20	4E30	NAM	ANDENNE
1878	6	10	M	2813	B	9	38	0	0	50N39	5E30	LIE	SCLESSIN-OUGREE
1878	7	16	M	1944	G	21	58	0	-1	49N20	8E 0	PFALZ	LANDAU
1878	7	23	M	1044	I	16	30	4	-1	39N18	16E30	CS	NORMANNO
1878	8	1	M	2345	B	9	43	0	0	50N51	4E15	BRA	BRUXELLES
1878	8	14	M	621	F	22	11	0	0	48N31	2W45	22	ST-JOUAN-DE-L I
1878	8	20	M	2677	B	7	15	0	0	51N 5	3E45	OVL	DEFTINGE
1878	8	31	M	2199	G	12	45	0	-1	51N50	7E30	WESTF	MUNSTER
1878	9	8	M	1902	G	18	24	0	-1	48N30	9E 0	BAD-W	KONSTANZ
1878	10	14	M	500	F	16	47	32	0	47N38	6E52	90	BELFORT
1878	10	23	M	616	F	17	14	28	0	43N37	3E53	34	SETE
1878	10	25	M	2972	N	13	34	24	0	52N59	6E24	D	ASSEN
1878	10	27	M	398	F	11	4	56	0	50N18	2E46	62	SAINT-OMER
1878	10	27	M	1119	I	3	10	4	-1	45N 0	8E 0	TO	TORINO
1878	10	30	M	1557	I	22	20	4	-1	45N12	9E 0	PV	PAVIA
1878	11	14	M	1140	I	18	10	4	-1	43N42	11E 0	LU	VIAREGGIO
1878	11	20	M	1649	I	11	40	4	-1	44N 0	11E15	PT	PISTOIA
1878	11	25	M	2309	B	5	38	0	0	50N39	5E30	LIE	LIEGE
1878	11	28	M	655	F	0	55	0	0	45N50	1E15	87	LIMOGES
1878	11	29	M	656	F	19	31	40	0	49N26	2E 5	60	CHANTILLY
1878	11	29	M	2723	B	12	13	0	0	50N51	4E15	BRA	TERVUEREN
1878	11	30	M	1153	I	22	10	4	-1	44N24	7E15	CN	CEVA
1878	12	8	M	1098	I	9	10	4	-1	45N 0	8E 0	TO	TORINO
1878	12	15	M	946	F	15	59	20	0	45N39	0E10	16	GOURVILLE
1878	12	16	M	254	F	23	27	28	0	44N12	0E38	47	AGEN
1878	12	19	M	2037	G	15	14	0	-1	49N 0	11E30	BAYN	MUNCHEN
1878	12	31	M	2984	N	1	39	28	0	52N 6	5E 8	U	UTRECHT
1879	1	12	M	1607	I	21	40	4	-1	45N 0	8E 0	TO	TORINO
1879	1	22	M	443	F	3	42	32	0	48N57	4E22	51	REIMS
1879	1	31	M	2022	G	10	14	0	-1	49N 0	11E30	BAYN	ASCHAFFENBURG
1879	2	10	M	1706	I	23	10	4	-1	44N54	8E30	AT	ASTI
1879	2	21	M	1449	I	11	10	4	-1	42N24	12E 0	VT	CIVITAVECCHIA
1879	2	22	M	2740	B	1	45	0	0	51N 5	3E45	OVL	KRUISHOUTEM
1879	2	24	M	1480	I	21	10	4	-1	45N36	12E45	TV	TREVISO
1879	3	12	M	466	F	4	48	56	0	50N18	2E46	62	BIACHE-ST-WAAST
1879	3	13	M	2828	B	10	43	0	0	50N51	4E15	BRA	ST-JOSSE-TEN-NO
1879	3	27	M	3021	N	9	33	44	0	53N13	6E34	GR	STADSKANAAL-ONS
1879	4	3	M	1868	G	0	44	0	-1	49N 0	11E30	BAYN	NURNBERG
1879	4	9	M	734	F	23	12	32	0	48N57	4E22	51	REIMS
1879	4	10	M	2488	B	3	42	0	0	50N23	4E30	HAI	ECAUSSINES-D EN
1879	4	11	M	888	F	1	57	36	0	44N50	0W34	33	BORDEAUX
1879	4	20	M	1316	I	23	10	4	-1	45N30	9E15	MI	LODI
1879	4	22	M	2866	B	23	42	0	0	50N23	4E30	HAI	BRAINE-LE-COMTE
1879	5	1	M	1641	I	3	20	4	-1	39N 0	17E30	CZ	CIRO
1879	5	19	M	2344	B	1	42	0	0	50N23	4E30	HAI	TOURNAI
1879	7	13	M	910	F	22	55	40	0	49N26	1E 5	76	ROUEN
1879	7	16	M	2644	B	3	38	0	0	50N39	5E30	LIE	WASSEIGES
1879	7	28	M	1054	I	9	10	4	-1	45N 0	8E 0	TO	TORINO
1879	7	29	M	2408	B	18	38	0	0	50N39	5E30	LIE	TIHANGE
1879	8	4	M	2980	N	14	36	24	0	51N59	5E54	GE	ARNHEM
1879	8	12	M	2607	B	2	15	0	0	51N 5	3E45	OVL	GAND
1879	8	14	M	859	F	16	16	24	0	48N 0	4W 6	29	BREST
1879	9	5	M	2572	B	6	42	0	0	51N14	4E30	ANT	ANVERS
1879	9	23	M	2533	B	0	38	0	0	50N39	5E30	LIE	SERAING
1879	9	28	M	49	F	5	43	40	0	48N18	4E 5	10	COMYNE
1879	10	13	M	933	F	8	42	28	0	45N26	4E23	42	SAINT-ETIENNE
1879	10	14	M	1988	G	5	14	0	-1	49N 0	11E30	BAYN	NEU-ULM
1879	10	25	M	1815	G	7	14	0	-1	49N 0	11E30	BAYN	MUNCHEN
1879	10	29	M	2487	B	8	38	0	0	50N39	5E30	LIE	LIMBOURG
1879	11	1	M	2321	B	2	38	0	0	50N47	5E30	LIM	HASSELT
1879	11	14	M	800	F	12	50	36	0	43N12	2E21	11	LEUCATE
1879	11	17	M	1362	I	13	10	4	-1	44N24	12E15	RA	FAENZA
1879	12	11	M	1323	I	6	15	4	-1	44N24	7E15	CN	BENE VAGIENNA
1879	12	12	M	1803	G	5	21	0	-1	54N30	9E45	SCHL-H	WYK AUF FOHR
1879	12	14	M	1760	G	22	17	0	-1	50N 0	7E 0	RHL-PF	SPEYER
1879	12	17	M	7	F	12	51	28	0	43N55	2E 8	81	REALMONT
1879	12	17	M	2384	B	17	45	0	0	51N 5	3E45	OVL	GAND
1879	12	24	M	1936	G	22	44	0	-1	49N 0	11E30	BAYN	ASCHAFFENBURG
1880	1	3	M	1996	G	23	23	0	-1	50N30	9E15	HESS	MARBURG
1880	1	4	M	1705	I	4	10	4	-1	45N48	9E15	CO	COMO
1880	1	13	M	1542	I	8	10	4	-1	45N 0	9E 0	AL	ALESSANDRIA
1880	2	13	M	1346	I	14	10	4	-1	46N 0	13E30	UD	LATISANA
1880	2	20	M	2824	B	17	38	0	0	50N47	5E30	LIM	HASSELT
1880	2	23	M	1312	I	5	25	4	-1	44N30	11E 0	BO	BOLOGNA
1880	2	26	M	2086	G	1	14	0	-1	49N 0	11E30	BAYN	NURNBERG
1880	2	29	M	2061	G	1	58	0	-1	49N20	8E 0	PFALZ	LANDSTUHL
1880	4	20	M	2130	G	11	14	0	-1	49N 0	11E30	BAYN	MUNCHEN
1880	4	28	M	1681	I	2	30	4	-1	45N30	11E 0	BS	BRENO
1880	5	13	M	3030	N	12	42	8	0	52N 5	4E28	ZH	S GRAVENHAGE
1880	5	14	M	2013	G	4	53	8	-1	48N45	9E13	WURTT	OBERKIRCHBERG
1880	5	20	M	1514	I	3	10	4	-1	39N24	9E 0	CA	CAGLIARI
1880	5	21	M	2338	B	15	43	0	0	50N51	4E15	BRA	ETTERBEEK-BRUXE
1880	5	25	M	2550	B	10	43	0	0	50N51	4E15	BRA	ASSCHE
1880	6	28	M	839	F	7	47	40	0	50N39	3E 5	59	LILLE
1880	6	28	M	2073	G	5	59	0	-1	49N 0	11E30	BAYN	MUNCHEN
1880	6	29	M	183	F	1	35	52	0	47N15	6E 2	25	MONTBELIARD
1880	6	29	M	1758	G	15	8	0	-1	50N30	9E15	HESS	WIESBADEN-BIEBR
1880	7	5	M	2611	B	7	43	0	0	50N51	4E15	BRA	ST-JOSSE-TEN-NO
1880	7	7	M	3040	N	1	41	28	0	52N22	4E38	NH	A DAM
1880	7	22	M	917	F	22	35	12	0	48N42	6E12	54	CONFLANS
1880	8	4	M	1867	G	6	0	0	-1	51N30	7E30	NRH-W	DUSSELDORF-BENR
1880	8	10	M	211	F	5	51	40	0	49N26	2E 5	60	BEAUVAIS
1880	9	3	M	1196	I	2	25	4	-1	45N12	9E 0	PV	CASTEGGIO
1880	9	14	M	515	F	9	42	32	0	48N57	4E22	51	REIMS
1880	9	20	M	1168	I	20	25	4	-1	45N 0	9E 0	AL	CASALE MONFERRAT
1880	10	4	M	2449	B	9	38	0	0	50N39	5E30	LIE	VILLERS-LE-PEUP
1880	10	7	M	1737	G	4	24	40	-1	53N 5	8E50	BREM	BREMEN
1880	10	12	M	569	F	0	44	28	0	43N37	3E53	34	MONTPELLIER
1880	10	31	M	760	F	3	37	8	0	45N11	5E43	38	CROLLES
1880	11	6	M	468	F	2	2	0	0	43N54	0W30	40	DAX
1880	12	7	M	1485	I	1	40	4	-1	44N36	11E15	MO	VIGNOLA
1880	12	8	M	1691	I	9	15	4	-1	42N24	12E 0	VT	SORIANO NEL CIM
1880	12	23	M	2083	G	11	14	0	-1	49N 0	11E30	BAYN	SCHWEINFURT
1880	12	29	M	3042	N	21	35	40	0	52N31	6E 5	O	KAMPEN
1880	12	30	M	2305	B	1	13	0	0	50N51	4E15	BRA	LAEKEN
1881	1	13	M	1924	G	14	30	0	-1	51N30	7E30	NRH-W	DUSSELDORF
1881	1	19	M	2963	N	10	41	28	0	52N22	4E38	NH	A DAM
1881	1	31	M	2446	B	21	38	0	0	50N47	5E30	LIM	KOERSEL
1881	2	12	M	1076	I	13	10	4	-1	45N 0	9E 0	AL	ALESSANDRIA
1881	2	12	M	2168	G	20	24	0	-1	48N30	9E 0	BAD-W	KARLSRUHE
1881	2	20	M	2143	G	12	29	0	-1	49N 0	11E30	BAYN	WEISSENBURG
1881	3	6	M	1157	I	20	40	4	-1	42N18	14E15	CH	POLLUTRI
1881	4	9	M	1075	I	9	10	4	-1	37N 0	14E45	RG	MODICA
1881	4	16	M	1132	I	9	10	4	-1	40N36	16E45	MT	PENNA SAN GIOVA
1881	5	11	M	1616	I	23	40	4	-1	39N 0	17E30	CZ	CATANZARO
1881	5	12	M	1678	I	12	10	4	-1	42N24	12E 0	VT	VITERBO
1881	5	13	M	2348	B	21	42	0	0	50N20	4E30	NAM	CHASTRES-LEZ-WA
1881	5	22	M	2398	B	3	42	0	0	50N23	4E30	HAI	CUESMES
1881	5	23	M	1761	G	10	32	0	-1	50N 0	7E 0	RHL-PF	WORMS-A-RHEIN
1881	5	26	M	1887	G	2	23	8	-1	48N45	9E13	WURTT	HALL
1881	5	26	M	2792	B	19	43	0	0	50N51	4E15	BRA	TIRLEMONT
1881	5	30	M	1994	G	8	54	20	-1	50N 8	8E55	HANAU-H	SCHLOSS PHILIPP
1881	6	3	M	691	F	14	40	40	0	43N57	4E50	84	APT
1881	6	20	M	1960	G	20	14	0	-1	49N 0	11E30	BAYN	WERNECK
1881	6	21	M	486	F	3	57	36	0	44N50	0W34	33	CABANAC ET VILL
1881	7	1	M	1100	I	16	55	4	-1	41N54	12E30	RM	ROMA
1881	7	16	M	2289	B	8	47	0	0	51N13	3E15	WVI	YPRES
1881	7	24	M	2486	B	23	15	0	0	51N 5	3E45	OVL	LEDEBERG-LEZ-GA
1881	7	24	M	2709	B	8	42	0	0	51N14	4E30	ANT	ZWIJNDRECHT
1881	8	7	M	454	F	9	27	28	0	44N12	0E38	47	NERAC
1881	8	8	M	1973	G	18	23	0	-1	50N30	9E15	HESS	BRAUMFELS
1881	8	21	M	555	F	4	48	56	0	50N18	2E46	62	GREVILLERS
1881	9	1	M	2396	B	8	43	0	0	50N51	4E15	BRA	MOLENBEEK
1881	9	10	M	2578	B	16	42	0	0	50N23	4E30	HAI	CHATELET
1881	9	13	M	1878	G	0	59	0	-1	49N 0	11E30	BAYN	HOHENASCHAU
1881	9	28	M	2869	B	5	42	0	0	50N23	4E30	HAI	TOURNAI
